bug: abort in add_browser, pair: (abort, gettimeofday), support: 16, confidence: 80.00%
bug: apr_pool_destroy in startup_children, pair: (apr_allocator_mutex_set, apr_pool_destroy), support: 38, confidence: 84.44%
bug: apr_pool_destroy in startup_children, pair: (apr_allocator_owner_get, apr_pool_destroy), support: 38, confidence: 84.44%
bug: apr_pool_destroy in thread_pool_func, pair: (__errno_location, apr_pool_destroy), support: 36, confidence: 80.00%
bug: apr_pool_destroy in usage, pair: (__errno_location, apr_pool_destroy), support: 36, confidence: 80.00%
bug: apr_pool_tag in ap_sub_req_lookup_uri, pair: (apr_pool_tag, malloc), support: 15, confidence: 93.75%
bug: apr_procattr_cmdtype_set in ap_open_piped_log, pair: (apr_procattr_cmdtype_set, strrchr), support: 11, confidence: 84.62%
bug: apr_procattr_cmdtype_set in log_child, pair: (apr_procattr_cmdtype_set, strrchr), support: 11, confidence: 84.62%
bug: apr_proc_kill in accept_mutex_on, pair: (__errno_location, apr_proc_kill), support: 28, confidence: 80.00%
bug: apr_proc_kill in ap_fixup_virtual_hosts, pair: (__errno_location, apr_proc_kill), support: 28, confidence: 80.00%
bug: apr_proc_kill in apr_pool_destroy, pair: (apr_pool_destroy, apr_proc_kill), support: 34, confidence: 97.14%
bug: apr_proc_kill in apr_terminate, pair: (__errno_location, apr_proc_kill), support: 28, confidence: 80.00%
bug: apr_proc_kill in just_die, pair: (__errno_location, apr_proc_kill), support: 28, confidence: 80.00%
bug: apr_proc_kill in mget_conn_result, pair: (__errno_location, apr_proc_kill), support: 28, confidence: 80.00%
bug: apr_proc_kill in thread_pool_func, pair: (__errno_location, apr_proc_kill), support: 28, confidence: 80.00%
bug: apr_proc_kill in usage, pair: (__errno_location, apr_proc_kill), support: 28, confidence: 80.00%
bug: apr_pstrdup in ap_update_child_status, pair: (apr_pstrdup, apr_thread_mutex_lock), support: 16, confidence: 84.21%
bug: apr_pstrdup in ap_update_child_status, pair: (apr_pstrdup, apr_thread_mutex_unlock), support: 16, confidence: 84.21%
bug: apr_pstrdup in ap_update_child_status, pair: (__errno_location, apr_pstrdup), support: 16, confidence: 84.21%
bug: apr_pstrdup in core_override_type, pair: (apr_pstrdup, apr_thread_mutex_lock), support: 16, confidence: 84.21%
bug: apr_pstrdup in core_override_type, pair: (apr_pstrdup, apr_thread_mutex_unlock), support: 16, confidence: 84.21%
bug: apr_pstrdup in core_override_type, pair: (apr_pstrdup, strlen), support: 18, confidence: 94.74%
bug: apr_pstrdup in core_override_type, pair: (__errno_location, apr_pstrdup), support: 16, confidence: 84.21%
bug: apr_pstrdup in handle_exec, pair: (apr_pstrdup, apr_thread_mutex_lock), support: 16, confidence: 84.21%
bug: apr_pstrdup in handle_exec, pair: (apr_pstrdup, apr_thread_mutex_unlock), support: 16, confidence: 84.21%
bug: apr_pstrdup in handle_exec, pair: (__errno_location, apr_pstrdup), support: 16, confidence: 84.21%
bug: apr_sleep in ap_mpm_run, pair: (allocator_free, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in ap_mpm_run, pair: (apr_proc_kill, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in ap_reclaim_child_processes, pair: (allocator_free, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_allocator_destroy, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_allocator_mutex_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_allocator_mutex_set, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_allocator_owner_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_pool_destroy, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_proc_kill, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_sleep, apr_thread_mutex_lock), support: 39, confidence: 92.86%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_sleep, apr_thread_mutex_unlock), support: 39, confidence: 92.86%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_sleep, free_proc_chain), support: 36, confidence: 85.71%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_sleep, free), support: 36, confidence: 85.71%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_sleep, run_cleanups), support: 36, confidence: 85.71%
bug: apr_sleep in apr_pool_destroy, pair: (apr_pool_destroy, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (allocator_free, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_allocator_destroy, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_allocator_mutex_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_allocator_mutex_set, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_allocator_owner_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_pool_destroy, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_proc_kill, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_sleep, free_proc_chain), support: 36, confidence: 85.71%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_sleep, free), support: 36, confidence: 85.71%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_sleep, run_cleanups), support: 36, confidence: 85.71%
bug: apr_sleep in ap_wait_or_timeout, pair: (allocator_free, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_allocator_destroy, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_allocator_mutex_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_allocator_mutex_set, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_allocator_owner_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_pool_destroy, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_proc_kill, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_sleep, apr_thread_mutex_lock), support: 39, confidence: 92.86%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_sleep, apr_thread_mutex_unlock), support: 39, confidence: 92.86%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_sleep, free_proc_chain), support: 36, confidence: 85.71%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_sleep, free), support: 36, confidence: 85.71%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_sleep, run_cleanups), support: 36, confidence: 85.71%
bug: apr_sleep in free_proc_chain, pair: (allocator_free, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in free_proc_chain, pair: (apr_allocator_destroy, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in free_proc_chain, pair: (apr_allocator_mutex_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in free_proc_chain, pair: (apr_allocator_mutex_set, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in free_proc_chain, pair: (apr_allocator_owner_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in free_proc_chain, pair: (apr_pool_destroy, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in free_proc_chain, pair: (apr_proc_kill, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in free_proc_chain, pair: (apr_sleep, apr_thread_mutex_lock), support: 39, confidence: 92.86%
bug: apr_sleep in free_proc_chain, pair: (apr_sleep, apr_thread_mutex_unlock), support: 39, confidence: 92.86%
bug: apr_sleep in free_proc_chain, pair: (apr_sleep, free_proc_chain), support: 36, confidence: 85.71%
bug: apr_sleep in free_proc_chain, pair: (apr_sleep, free), support: 36, confidence: 85.71%
bug: apr_sleep in free_proc_chain, pair: (apr_sleep, run_cleanups), support: 36, confidence: 85.71%
bug: apr_sleep in thread_pool_cleanup, pair: (allocator_free, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_allocator_destroy, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_allocator_mutex_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_allocator_mutex_set, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_allocator_owner_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_pool_destroy, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_proc_kill, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_sleep, free_proc_chain), support: 36, confidence: 85.71%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_sleep, free), support: 36, confidence: 85.71%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_sleep, run_cleanups), support: 36, confidence: 85.71%
bug: apr_sleep in wait_on_busy_threads, pair: (allocator_free, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_allocator_destroy, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_allocator_mutex_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_allocator_mutex_set, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_allocator_owner_get, apr_sleep), support: 36, confidence: 85.71%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_pool_destroy, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_proc_kill, apr_sleep), support: 35, confidence: 83.33%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_sleep, free_proc_chain), support: 36, confidence: 85.71%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_sleep, free), support: 36, confidence: 85.71%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_sleep, run_cleanups), support: 36, confidence: 85.71%
bug: apr_sockaddr_ip_getbuf in ap_log_pid, pair: (apr_snprintf, apr_sockaddr_ip_getbuf), support: 20, confidence: 86.96%
bug: apr_sockaddr_ip_getbuf in ap_log_rerror, pair: (apr_os_strerror, apr_sockaddr_ip_getbuf), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in ap_log_rerror, pair: (apr_snprintf, apr_sockaddr_ip_getbuf), support: 20, confidence: 86.96%
bug: apr_sockaddr_ip_getbuf in ap_log_rerror, pair: (apr_sockaddr_ip_getbuf, native_strerror), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (apr_ecvt, apr_sockaddr_ip_getbuf), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (apr_fcvt, apr_sockaddr_ip_getbuf), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (apr_snprintf, apr_sockaddr_ip_getbuf), support: 20, confidence: 86.96%
bug: apr_sockaddr_ip_getbuf in main, pair: (apr_sockaddr_ip_getbuf, conv_10), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (apr_sockaddr_ip_getbuf, conv_p2), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (apr_sockaddr_ip_getbuf, ntohl), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (__ctype_b_loc, apr_sockaddr_ip_getbuf), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (__isinf, apr_sockaddr_ip_getbuf), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (__isinff, apr_sockaddr_ip_getbuf), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (__isinfl, apr_sockaddr_ip_getbuf), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (__isnan, apr_sockaddr_ip_getbuf), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (__isnanf, apr_sockaddr_ip_getbuf), support: 22, confidence: 95.65%
bug: apr_sockaddr_ip_getbuf in main, pair: (__isnanl, apr_sockaddr_ip_getbuf), support: 22, confidence: 95.65%
bug: apr_strfsize in ap_fini_vhost_config, pair: (apr_strerror, apr_strfsize), support: 36, confidence: 87.80%
bug: apr_strfsize in ap_mpm_run, pair: (apr_strerror, apr_strfsize), support: 36, confidence: 87.80%
bug: apr_strfsize in apr_vformatter, pair: (apr_strerror, apr_strfsize), support: 36, confidence: 87.80%
bug: apr_strfsize in ap_signal_server, pair: (apr_strerror, apr_strfsize), support: 36, confidence: 87.80%
bug: apr_strfsize in fix_hostname, pair: (apr_strerror, apr_strfsize), support: 36, confidence: 87.80%
bug: apr_thread_mutex_lock in apr_dbd_mutex_lock, pair: (apr_thread_mutex_lock, apr_thread_mutex_unlock), support: 603, confidence: 99.67%
bug: apr_thread_mutex_lock in apu_dso_mutex_lock, pair: (apr_thread_mutex_lock, apr_thread_mutex_unlock), support: 603, confidence: 99.67%
bug: apr_thread_mutex_unlock in apr_dbd_mutex_unlock, pair: (apr_thread_mutex_lock, apr_thread_mutex_unlock), support: 603, confidence: 99.34%
bug: apr_thread_mutex_unlock in apr_global_mutex_trylock, pair: (apr_thread_mutex_lock, apr_thread_mutex_unlock), support: 603, confidence: 99.34%
bug: apr_thread_mutex_unlock in apr_global_mutex_unlock, pair: (apr_thread_mutex_lock, apr_thread_mutex_unlock), support: 603, confidence: 99.34%
bug: apr_thread_mutex_unlock in apu_dso_mutex_unlock, pair: (apr_thread_mutex_lock, apr_thread_mutex_unlock), support: 603, confidence: 99.34%
bug: apr_time_ansi_put in fill_out_finfo, pair: (__errno_location, apr_time_ansi_put), support: 14, confidence: 93.33%
bug: apr_time_exp_lt in ap_create_scoreboard, pair: (apr_time_exp_lt, strcasecmp), support: 11, confidence: 84.62%
bug: apr_time_exp_lt in ap_http_header_filter, pair: (apr_time_exp_lt, gettimeofday), support: 11, confidence: 84.62%
bug: apr_time_exp_lt in basic_http_header, pair: (apr_time_exp_lt, gettimeofday), support: 11, confidence: 84.62%
bug: apr_time_exp_lt in log_error_core, pair: (apr_time_exp_lt, strcasecmp), support: 11, confidence: 84.62%
bug: apr_time_now in add_browser, pair: (apr_strerror, apr_time_now), support: 29, confidence: 82.86%
bug: apr_time_now in add_setenvif, pair: (apr_strerror, apr_time_now), support: 29, confidence: 82.86%
bug: apr_time_now in handle_autoindex, pair: (apr_strerror, apr_time_now), support: 29, confidence: 82.86%
bug: apr_time_now in handle_elif, pair: (apr_strerror, apr_time_now), support: 29, confidence: 82.86%
bug: apr_time_now in handle_if, pair: (apr_strerror, apr_time_now), support: 29, confidence: 82.86%
bug: apr_time_now in mget_conn_result, pair: (apr_strerror, apr_time_now), support: 29, confidence: 82.86%
bug: ap_run_error_log in ap_init_scoreboard, pair: (ap_run_error_log, apr_thread_mutex_lock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_init_scoreboard, pair: (ap_run_error_log, apr_thread_mutex_unlock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_reclaim_child_processes, pair: (ap_run_error_log, apr_thread_mutex_lock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_reclaim_child_processes, pair: (ap_run_error_log, apr_thread_mutex_unlock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_relieve_child_processes, pair: (ap_run_error_log, apr_thread_mutex_lock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_relieve_child_processes, pair: (ap_run_error_log, apr_thread_mutex_unlock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_remove_loaded_module, pair: (ap_run_error_log, apr_thread_mutex_lock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_remove_loaded_module, pair: (ap_run_error_log, apr_thread_mutex_unlock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_setup_listeners, pair: (ap_run_error_log, apr_thread_mutex_lock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_setup_listeners, pair: (ap_run_error_log, apr_thread_mutex_unlock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_ssi_parse_string, pair: (ap_run_error_log, apr_thread_mutex_lock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_ssi_parse_string, pair: (ap_run_error_log, apr_thread_mutex_unlock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_update_vhost_from_headers, pair: (ap_run_error_log, apr_thread_mutex_lock), support: 82, confidence: 88.17%
bug: ap_run_error_log in ap_update_vhost_from_headers, pair: (ap_run_error_log, apr_thread_mutex_unlock), support: 82, confidence: 88.17%
