bug: abort in add_browser, pair: (abort, lseek), support: 16, confidence: 80.00%
bug: apr_gcvt in ap_vrprintf, pair: (apr_gcvt, apr_thread_mutex_unlock), support: 86, confidence: 96.63%
bug: apr_gcvt in ap_vrprintf, pair: (apr_gcvt, strrchr), support: 74, confidence: 83.15%
bug: apr_gcvt in ap_vrprintf, pair: (apr_gcvt, write), support: 74, confidence: 83.15%
bug: apr_gcvt in core_map_to_storage, pair: (apr_gcvt, inet_ntop4), support: 82, confidence: 92.13%
bug: apr_gcvt in core_map_to_storage, pair: (apr_gcvt, modf), support: 83, confidence: 93.26%
bug: apr_gcvt in handle_elif, pair: (apr_gcvt, inet_ntop4), support: 82, confidence: 92.13%
bug: apr_gcvt in handle_elif, pair: (apr_gcvt, modf), support: 83, confidence: 93.26%
bug: apr_gcvt in handle_elif, pair: (apr_gcvt, ntohl), support: 84, confidence: 94.38%
bug: apr_gcvt in handle_if, pair: (apr_gcvt, inet_ntop4), support: 82, confidence: 92.13%
bug: apr_gcvt in handle_if, pair: (apr_gcvt, modf), support: 83, confidence: 93.26%
bug: apr_gcvt in handle_if, pair: (apr_gcvt, ntohl), support: 84, confidence: 94.38%
bug: apr_gcvt in handle_map_file, pair: (apr_gcvt, write), support: 74, confidence: 83.15%
bug: apr_gcvt in handle_multi, pair: (apr_gcvt, write), support: 74, confidence: 83.15%
bug: apr_gcvt in index_directory, pair: (apr_gcvt, write), support: 74, confidence: 83.15%
bug: apr_gcvt in process_command_config, pair: (apr_gcvt, strrchr), support: 74, confidence: 83.15%
bug: apr_gcvt in process_command_config, pair: (apr_gcvt, write), support: 74, confidence: 83.15%
bug: apr_gcvt in virtualhost_section, pair: (apr_gcvt, inet_ntop4), support: 82, confidence: 92.13%
bug: apr_gcvt in virtualhost_section, pair: (apr_gcvt, modf), support: 83, confidence: 93.26%
bug: apr_gcvt in virtualhost_section, pair: (apr_gcvt, ntohl), support: 84, confidence: 94.38%
bug: apr_gcvt in vt_sdbm_del, pair: (apr_gcvt, strrchr), support: 74, confidence: 83.15%
bug: apr_gcvt in vt_sdbm_fetch, pair: (apr_gcvt, strrchr), support: 74, confidence: 83.15%
bug: apr_gcvt in vt_sdbm_firstkey, pair: (apr_gcvt, strrchr), support: 74, confidence: 83.15%
bug: apr_gcvt in vt_sdbm_nextkey, pair: (apr_gcvt, strrchr), support: 74, confidence: 83.15%
bug: apr_gcvt in vt_sdbm_store, pair: (apr_gcvt, strrchr), support: 74, confidence: 83.15%
bug: apr_hash_next in ap_method_name_of, pair: (apr_hash_next, memcmp), support: 53, confidence: 88.33%
bug: apr_hash_next in apr_hash_do, pair: (apr_hash_next, apr_thread_mutex_lock), support: 59, confidence: 98.33%
bug: apr_hash_next in apr_hash_do, pair: (apr_hash_next, apr_thread_mutex_unlock), support: 59, confidence: 98.33%
bug: apr_hash_next in apr_hash_do, pair: (apr_hash_next, malloc), support: 59, confidence: 98.33%
bug: apr_hash_next in apr_hash_do, pair: (apr_hash_next, memcmp), support: 53, confidence: 88.33%
bug: apr_hash_next in apr_hash_first, pair: (apr_hash_next, memcmp), support: 53, confidence: 88.33%
bug: apr_hash_next in ap_send_http_options, pair: (apr_hash_next, memcmp), support: 53, confidence: 88.33%
bug: apr_hash_next in default_handler, pair: (apr_hash_next, memcmp), support: 53, confidence: 88.33%
bug: apr_hash_next in expand_array, pair: (apr_hash_next, memcmp), support: 53, confidence: 88.33%
bug: apr_hash_next in make_allow, pair: (apr_hash_next, memcmp), support: 53, confidence: 88.33%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_cpystrn, apr_hash_pool_get), support: 13, confidence: 86.67%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_error_string, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, conv_10), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, conv_p2), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, gai_strerror), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, getenv), support: 13, confidence: 86.67%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, hstrerror), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, modf), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, ntohl), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, strchr), support: 13, confidence: 86.67%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, strcpy), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (apr_hash_pool_get, strerror_r), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (__ctype_b_loc, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (__errno_location, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (__isinf, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (__isinff, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (__isinfl, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (__isnan, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (__isnanf, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in ap_add_module_commands, pair: (__isnanl, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (apr_error_string, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (apr_hash_pool_get, conv_10), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (apr_hash_pool_get, conv_p2), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (apr_hash_pool_get, gai_strerror), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (apr_hash_pool_get, hstrerror), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (apr_hash_pool_get, modf), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (apr_hash_pool_get, ntohl), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (apr_hash_pool_get, strcpy), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (apr_hash_pool_get, strerror_r), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (__ctype_b_loc, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (__errno_location, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (__isinf, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (__isinff, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (__isinfl, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (__isnan, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (__isnanf, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in apu_dso_load, pair: (__isnanl, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_cpystrn, apr_hash_pool_get), support: 13, confidence: 86.67%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_error_string, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_hash_pool_get, conv_10), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_hash_pool_get, conv_p2), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_hash_pool_get, gai_strerror), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_hash_pool_get, getenv), support: 13, confidence: 86.67%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_hash_pool_get, hstrerror), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_hash_pool_get, modf), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_hash_pool_get, ntohl), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_hash_pool_get, strchr), support: 13, confidence: 86.67%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_hash_pool_get, strcpy), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (apr_hash_pool_get, strerror_r), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (__ctype_b_loc, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (__errno_location, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (__isinf, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (__isinff, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (__isinfl, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (__isnan, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (__isnanf, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_hash_pool_get in rebuild_conf_hash, pair: (__isnanl, apr_hash_pool_get), support: 12, confidence: 80.00%
bug: apr_inet_ntop in ap_directory_walk, pair: (apr_inet_ntop, apr_vformatter), support: 48, confidence: 96.00%
bug: apr_inet_ntop in ap_http_chunk_filter, pair: (apr_inet_ntop, apr_thread_mutex_lock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in ap_http_chunk_filter, pair: (apr_inet_ntop, apr_thread_mutex_unlock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in ap_regerror, pair: (apr_inet_ntop, apr_thread_mutex_lock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in ap_regerror, pair: (apr_inet_ntop, apr_thread_mutex_unlock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in ap_rprintf, pair: (apr_inet_ntop, apr_thread_mutex_lock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in ap_rprintf, pair: (apr_inet_ntop, apr_thread_mutex_unlock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in apr_strfsize, pair: (apr_inet_ntop, apr_thread_mutex_lock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in apr_strfsize, pair: (apr_inet_ntop, apr_thread_mutex_unlock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in apr_xml_parser_geterror, pair: (apr_inet_ntop, apr_thread_mutex_lock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in apr_xml_parser_geterror, pair: (apr_inet_ntop, apr_thread_mutex_unlock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in ap_update_vhost_from_headers, pair: (apr_inet_ntop, apr_vformatter), support: 48, confidence: 96.00%
bug: apr_inet_ntop in get_canned_error_string, pair: (__errno_location, apr_inet_ntop), support: 48, confidence: 96.00%
bug: apr_inet_ntop in handle_autoindex, pair: (__errno_location, apr_inet_ntop), support: 48, confidence: 96.00%
bug: apr_inet_ntop in log_request_time, pair: (apr_inet_ntop, apr_thread_mutex_lock), support: 44, confidence: 88.00%
bug: apr_inet_ntop in log_request_time, pair: (apr_inet_ntop, apr_thread_mutex_unlock), support: 44, confidence: 88.00%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (allocator_free, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_allocator_destroy, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_allocator_mutex_get, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_allocator_mutex_set, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_allocator_owner_get, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_brigade_cleanup, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_brigade_flatten, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_bucket_socket_make, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, apr_pool_allocator_get), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, apr_pool_destroy), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, apr_proc_kill), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, apr_sleep), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, apr_thread_mutex_lock), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, apr_thread_mutex_unlock), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, destroy_resource), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, free_container), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, free_proc_chain), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, free), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, gettimeofday), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, kill), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, make_server_live), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, malloc), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, memchr), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, pop_resource), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, pthread_cond_signal), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, pthread_cond_timedwait), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, pthread_cond_wait), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, run_cleanups), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, strchr), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, strlen), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (apr_memcache_hash_crc32, writev), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash_default, pair: (__errno_location, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash, pair: (allocator_free, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash, pair: (apr_allocator_destroy, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash, pair: (apr_allocator_mutex_get, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash, pair: (apr_allocator_mutex_set, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash, pair: (apr_allocator_owner_get, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash, pair: (apr_brigade_cleanup, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash, pair: (apr_brigade_flatten, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash, pair: (apr_bucket_socket_make, apr_memcache_hash_crc32), support: 10, confidence: 83.33%
bug: apr_memcache_hash_crc32 in apr_memcache_hash, pair: (apr_memcache_hash_crc32, apr_pool_allocator_get), support: 10, confidence: 83.33%
