bug: abort in add_browser, pair: (abort, ap_run_error_log), support: 16, confidence: 80.00%
bug: apr_pool_allocator_get in ms_find_conn, pair: (__errno_location, apr_pool_allocator_get), support: 21, confidence: 91.30%
bug: apr_pool_destroy in ap_mpm_run, pair: (allocator_free, apr_pool_destroy), support: 45, confidence: 97.83%
bug: apr_pool_destroy in apr_memcache_find_server_hash, pair: (apr_allocator_destroy, apr_pool_destroy), support: 44, confidence: 95.65%
bug: apr_pool_destroy in apr_memcache_find_server_hash, pair: (apr_allocator_mutex_get, apr_pool_destroy), support: 45, confidence: 97.83%
bug: apr_pool_destroy in apr_memcache_find_server_hash, pair: (apr_allocator_mutex_set, apr_pool_destroy), support: 45, confidence: 97.83%
bug: apr_pool_destroy in apr_memcache_find_server_hash, pair: (apr_allocator_owner_get, apr_pool_destroy), support: 45, confidence: 97.83%
bug: apr_pool_destroy in apr_memcache_find_server_hash, pair: (apr_pool_destroy, apr_proc_kill), support: 45, confidence: 97.83%
bug: apr_pool_destroy in apr_memcache_find_server_hash, pair: (apr_pool_destroy, apr_sleep), support: 45, confidence: 97.83%
bug: apr_pool_destroy in apr_memcache_find_server_hash, pair: (apr_pool_destroy, free), support: 45, confidence: 97.83%
bug: apr_pool_destroy in apr_terminate2, pair: (__errno_location, apr_pool_destroy), support: 44, confidence: 95.65%
bug: apr_pool_destroy in init_process, pair: (apr_allocator_destroy, apr_pool_destroy), support: 44, confidence: 95.65%
bug: apr_pool_destroy in init_process, pair: (__errno_location, apr_pool_destroy), support: 44, confidence: 95.65%
bug: apr_pool_tag in make_sub_request, pair: (apr_pool_tag, free), support: 15, confidence: 93.75%
bug: apr_procattr_cmdtype_set in log_child, pair: (apr_procattr_cmdtype_set, strrchr), support: 12, confidence: 92.31%
bug: apr_proc_kill in ap_mpm_run, pair: (allocator_free, apr_proc_kill), support: 45, confidence: 97.83%
bug: apr_proc_kill in apr_pool_destroy, pair: (apr_pool_destroy, apr_proc_kill), support: 45, confidence: 97.83%
bug: apr_proc_kill in apr_terminate2, pair: (__errno_location, apr_proc_kill), support: 44, confidence: 95.65%
bug: apr_proc_kill in init_process, pair: (apr_allocator_destroy, apr_proc_kill), support: 45, confidence: 97.83%
bug: apr_proc_kill in init_process, pair: (__errno_location, apr_proc_kill), support: 44, confidence: 95.65%
bug: apr_sleep in ap_mpm_run, pair: (allocator_free, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in ap_reclaim_child_processes, pair: (allocator_free, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_allocator_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_allocator_mutex_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_allocator_mutex_set, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_allocator_owner_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_pool_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_proc_kill, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_sleep, free_proc_chain), support: 46, confidence: 88.46%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_sleep, free), support: 46, confidence: 88.46%
bug: apr_sleep in ap_reclaim_child_processes, pair: (apr_sleep, run_cleanups), support: 46, confidence: 88.46%
bug: apr_sleep in ap_reclaim_child_processes, pair: (__errno_location, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in apr_pool_destroy, pair: (apr_pool_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in apr_terminate2, pair: (__errno_location, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (allocator_free, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_allocator_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_allocator_mutex_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_allocator_mutex_set, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_allocator_owner_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_pool_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_proc_kill, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_sleep, free_proc_chain), support: 46, confidence: 88.46%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_sleep, free), support: 46, confidence: 88.46%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (apr_sleep, run_cleanups), support: 46, confidence: 88.46%
bug: apr_sleep in apr_thread_pool_tasks_cancel, pair: (__errno_location, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in ap_wait_or_timeout, pair: (allocator_free, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_allocator_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_allocator_mutex_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_allocator_mutex_set, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_allocator_owner_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_pool_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_proc_kill, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_sleep, apr_thread_mutex_lock), support: 50, confidence: 96.15%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_sleep, apr_thread_mutex_unlock), support: 50, confidence: 96.15%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_sleep, free_proc_chain), support: 46, confidence: 88.46%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_sleep, free), support: 46, confidence: 88.46%
bug: apr_sleep in ap_wait_or_timeout, pair: (apr_sleep, run_cleanups), support: 46, confidence: 88.46%
bug: apr_sleep in ap_wait_or_timeout, pair: (__errno_location, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in free_proc_chain, pair: (allocator_free, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in free_proc_chain, pair: (apr_allocator_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in free_proc_chain, pair: (apr_allocator_mutex_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in free_proc_chain, pair: (apr_allocator_mutex_set, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in free_proc_chain, pair: (apr_allocator_owner_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in free_proc_chain, pair: (apr_pool_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in free_proc_chain, pair: (apr_proc_kill, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in free_proc_chain, pair: (apr_sleep, apr_thread_mutex_lock), support: 50, confidence: 96.15%
bug: apr_sleep in free_proc_chain, pair: (apr_sleep, apr_thread_mutex_unlock), support: 50, confidence: 96.15%
bug: apr_sleep in free_proc_chain, pair: (apr_sleep, free_proc_chain), support: 46, confidence: 88.46%
bug: apr_sleep in free_proc_chain, pair: (apr_sleep, free), support: 46, confidence: 88.46%
bug: apr_sleep in free_proc_chain, pair: (apr_sleep, run_cleanups), support: 46, confidence: 88.46%
bug: apr_sleep in init_process, pair: (apr_allocator_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in init_process, pair: (__errno_location, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in thread_pool_cleanup, pair: (allocator_free, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_allocator_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_allocator_mutex_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_allocator_mutex_set, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_allocator_owner_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_pool_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_proc_kill, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_sleep, free_proc_chain), support: 46, confidence: 88.46%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_sleep, free), support: 46, confidence: 88.46%
bug: apr_sleep in thread_pool_cleanup, pair: (apr_sleep, run_cleanups), support: 46, confidence: 88.46%
bug: apr_sleep in thread_pool_cleanup, pair: (__errno_location, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in wait_on_busy_threads, pair: (allocator_free, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_allocator_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_allocator_mutex_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_allocator_mutex_set, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_allocator_owner_get, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_pool_destroy, apr_sleep), support: 45, confidence: 86.54%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_proc_kill, apr_sleep), support: 46, confidence: 88.46%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_sleep, free_proc_chain), support: 46, confidence: 88.46%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_sleep, free), support: 46, confidence: 88.46%
bug: apr_sleep in wait_on_busy_threads, pair: (apr_sleep, run_cleanups), support: 46, confidence: 88.46%
bug: apr_sleep in wait_on_busy_threads, pair: (__errno_location, apr_sleep), support: 45, confidence: 86.54%
bug: apr_snprintf in add_setenvif_core, pair: (apr_error_string, apr_snprintf), support: 37, confidence: 80.43%
bug: apr_snprintf in add_setenvif_core, pair: (apr_snprintf, gai_strerror), support: 37, confidence: 80.43%
bug: apr_snprintf in add_setenvif_core, pair: (apr_snprintf, strchr), support: 43, confidence: 93.48%
bug: apr_snprintf in add_setenvif_core, pair: (__ctype_b_loc, apr_snprintf), support: 44, confidence: 95.65%
bug: apr_snprintf in ap_directory_walk, pair: (apr_error_string, apr_snprintf), support: 37, confidence: 80.43%
bug: apr_snprintf in ap_directory_walk, pair: (apr_snprintf, gai_strerror), support: 37, confidence: 80.43%
bug: apr_snprintf in ap_init_virtual_host, pair: (apr_error_string, apr_snprintf), support: 37, confidence: 80.43%
bug: apr_snprintf in ap_init_virtual_host, pair: (apr_snprintf, gai_strerror), support: 37, confidence: 80.43%
bug: apr_snprintf in ap_init_virtual_host, pair: (apr_snprintf, strchr), support: 43, confidence: 93.48%
bug: apr_snprintf in ap_open_piped_log, pair: (apr_snprintf, strchr), support: 43, confidence: 93.48%
bug: apr_snprintf in ap_open_piped_log, pair: (__ctype_b_loc, apr_snprintf), support: 44, confidence: 95.65%
bug: apr_snprintf in handle_config, pair: (apr_error_string, apr_snprintf), support: 37, confidence: 80.43%
bug: apr_snprintf in handle_config, pair: (apr_snprintf, gai_strerror), support: 37, confidence: 80.43%
bug: apr_snprintf in handle_echo, pair: (apr_error_string, apr_snprintf), support: 37, confidence: 80.43%
bug: apr_snprintf in handle_echo, pair: (apr_snprintf, gai_strerror), support: 37, confidence: 80.43%
bug: apr_snprintf in handle_flastmod, pair: (apr_error_string, apr_snprintf), support: 37, confidence: 80.43%
bug: apr_snprintf in handle_flastmod, pair: (apr_snprintf, gai_strerror), support: 37, confidence: 80.43%
bug: apr_snprintf in handle_include, pair: (apr_error_string, apr_snprintf), support: 37, confidence: 80.43%
bug: apr_snprintf in handle_include, pair: (apr_snprintf, gai_strerror), support: 37, confidence: 80.43%
bug: apr_snprintf in handle_set, pair: (apr_error_string, apr_snprintf), support: 37, confidence: 80.43%
bug: apr_snprintf in handle_set, pair: (apr_snprintf, gai_strerror), support: 37, confidence: 80.43%
bug: apr_snprintf in parse_expr, pair: (apr_error_string, apr_snprintf), support: 37, confidence: 80.43%
bug: apr_snprintf in parse_expr, pair: (apr_snprintf, gai_strerror), support: 37, confidence: 80.43%
bug: apr_sockaddr_ip_getbuf in ap_mpm_run, pair: (apr_os_strerror, apr_sockaddr_ip_getbuf), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in ap_mpm_run, pair: (apr_snprintf, apr_sockaddr_ip_getbuf), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in ap_mpm_run, pair: (apr_sockaddr_ip_getbuf, native_strerror), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in apr_vformatter, pair: (apr_os_strerror, apr_sockaddr_ip_getbuf), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in apr_vformatter, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_lock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in apr_vformatter, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_unlock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in apr_vformatter, pair: (apr_sockaddr_ip_getbuf, native_strerror), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in apr_vformatter, pair: (apr_sockaddr_ip_getbuf, stuffbuffer), support: 39, confidence: 97.50%
bug: apr_sockaddr_ip_getbuf in ap_signal_server, pair: (apr_os_strerror, apr_sockaddr_ip_getbuf), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in ap_signal_server, pair: (apr_snprintf, apr_sockaddr_ip_getbuf), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in ap_signal_server, pair: (apr_sockaddr_ip_getbuf, native_strerror), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in ap_xml_parse_input, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_lock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in ap_xml_parse_input, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_unlock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in do_negotiation, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_lock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in do_negotiation, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_unlock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in fix_hostname, pair: (apr_os_strerror, apr_sockaddr_ip_getbuf), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in fix_hostname, pair: (apr_snprintf, apr_sockaddr_ip_getbuf), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in fix_hostname, pair: (apr_sockaddr_ip_getbuf, native_strerror), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in format_byte_out, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_lock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in format_byte_out, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_unlock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in format_kbyte_out, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_lock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in format_kbyte_out, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_unlock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in handle_fsize, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_lock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in handle_fsize, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_unlock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in output_directories, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_lock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in output_directories, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_unlock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in process_resource_config_nofnmatch, pair: (apr_snprintf, apr_sockaddr_ip_getbuf), support: 36, confidence: 90.00%
bug: apr_sockaddr_ip_getbuf in show_time, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_lock), support: 32, confidence: 80.00%
bug: apr_sockaddr_ip_getbuf in show_time, pair: (apr_sockaddr_ip_getbuf, apr_thread_mutex_unlock), support: 32, confidence: 80.00%
bug: apr_strerror in add_setenvif_core, pair: (apr_cpystrn, apr_strerror), support: 74, confidence: 83.15%
bug: apr_strerror in add_setenvif_core, pair: (apr_gcvt, apr_strerror), support: 78, confidence: 87.64%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, apr_strfsize), support: 78, confidence: 87.64%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, conv_10_quad), support: 78, confidence: 87.64%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, conv_10), support: 79, confidence: 88.76%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, conv_apr_sockaddr), support: 78, confidence: 87.64%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, conv_fp), support: 78, confidence: 87.64%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, conv_in_addr), support: 78, confidence: 87.64%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, conv_os_thread_t_hex), support: 78, confidence: 87.64%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, conv_os_thread_t), support: 78, confidence: 87.64%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, conv_p2_quad), support: 78, confidence: 87.64%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, conv_p2), support: 79, confidence: 88.76%
bug: apr_strerror in add_setenvif_core, pair: (apr_strerror, strchr), support: 86, confidence: 96.63%
bug: apr_strerror in add_setenvif_core, pair: (__ctype_b_loc, apr_strerror), support: 87, confidence: 97.75%
