bug: abort in add_browser, pair: (abort, apr_cpystrn), support: 17, confidence: 85.00%
bug: apr_error_string in handle_config, pair: (__isinff, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_config, pair: (__isinfl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_config, pair: (__isnan, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_config, pair: (__isnanf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_config, pair: (__isnanl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_echo, pair: (apr_error_string, conv_10), support: 166, confidence: 93.26%
bug: apr_error_string in handle_echo, pair: (apr_error_string, conv_p2), support: 166, confidence: 93.26%
bug: apr_error_string in handle_echo, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in handle_echo, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in handle_echo, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in handle_echo, pair: (__isinf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_echo, pair: (__isinff, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_echo, pair: (__isinfl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_echo, pair: (__isnan, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_echo, pair: (__isnanf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_echo, pair: (__isnanl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_flastmod, pair: (apr_error_string, conv_10), support: 166, confidence: 93.26%
bug: apr_error_string in handle_flastmod, pair: (apr_error_string, conv_p2), support: 166, confidence: 93.26%
bug: apr_error_string in handle_flastmod, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in handle_flastmod, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in handle_flastmod, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in handle_flastmod, pair: (__isinf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_flastmod, pair: (__isinff, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_flastmod, pair: (__isinfl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_flastmod, pair: (__isnan, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_flastmod, pair: (__isnanf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_flastmod, pair: (__isnanl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_include, pair: (apr_error_string, conv_10), support: 166, confidence: 93.26%
bug: apr_error_string in handle_include, pair: (apr_error_string, conv_p2), support: 166, confidence: 93.26%
bug: apr_error_string in handle_include, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in handle_include, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in handle_include, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in handle_include, pair: (__isinf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_include, pair: (__isinff, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_include, pair: (__isinfl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_include, pair: (__isnan, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_include, pair: (__isnanf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_include, pair: (__isnanl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_map_file, pair: (apr_cpystrn, apr_error_string), support: 163, confidence: 91.57%
bug: apr_error_string in handle_map_file, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in handle_map_file, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in handle_multi, pair: (apr_cpystrn, apr_error_string), support: 163, confidence: 91.57%
bug: apr_error_string in handle_multi, pair: (apr_error_string, apr_thread_mutex_lock), support: 159, confidence: 89.33%
bug: apr_error_string in handle_multi, pair: (apr_error_string, apr_thread_mutex_unlock), support: 159, confidence: 89.33%
bug: apr_error_string in handle_multi, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in handle_multi, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in handle_set, pair: (apr_error_string, conv_10), support: 166, confidence: 93.26%
bug: apr_error_string in handle_set, pair: (apr_error_string, conv_p2), support: 166, confidence: 93.26%
bug: apr_error_string in handle_set, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in handle_set, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in handle_set, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in handle_set, pair: (__isinf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_set, pair: (__isinff, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_set, pair: (__isinfl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_set, pair: (__isnan, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_set, pair: (__isnanf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in handle_set, pair: (__isnanl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in index_directory, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in index_directory, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in init_server_config, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in is_header_regex, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in log_error_core, pair: (apr_error_string, stuffbuffer), support: 148, confidence: 83.15%
bug: apr_error_string in log_request_time, pair: (apr_error_string, apr_thread_mutex_lock), support: 159, confidence: 89.33%
bug: apr_error_string in log_request_time, pair: (apr_error_string, apr_thread_mutex_unlock), support: 159, confidence: 89.33%
bug: apr_error_string in log_request_time, pair: (apr_error_string, stuffbuffer), support: 148, confidence: 83.15%
bug: apr_error_string in num_cmd_write, pair: (apr_error_string, stuffbuffer), support: 148, confidence: 83.15%
bug: apr_error_string in output_directories, pair: (apr_error_string, apr_thread_mutex_lock), support: 159, confidence: 89.33%
bug: apr_error_string in output_directories, pair: (apr_error_string, apr_thread_mutex_unlock), support: 159, confidence: 89.33%
bug: apr_error_string in parse_expr, pair: (apr_error_string, conv_10), support: 166, confidence: 93.26%
bug: apr_error_string in parse_expr, pair: (apr_error_string, conv_p2), support: 166, confidence: 93.26%
bug: apr_error_string in parse_expr, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in parse_expr, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in parse_expr, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in parse_expr, pair: (__isinf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in parse_expr, pair: (__isinff, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in parse_expr, pair: (__isinfl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in parse_expr, pair: (__isnan, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in parse_expr, pair: (__isnanf, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in parse_expr, pair: (__isnanl, apr_error_string), support: 166, confidence: 93.26%
bug: apr_error_string in process_command_config, pair: (apr_cpystrn, apr_error_string), support: 163, confidence: 91.57%
bug: apr_error_string in process_command_config, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in process_command_config, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in proc_mutex_posix_create, pair: (apr_error_string, stuffbuffer), support: 148, confidence: 83.15%
bug: apr_error_string in set_limit_cpu, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in set_limit_mem, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in set_limit_nproc, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in set_neg_headers, pair: (apr_error_string, stuffbuffer), support: 148, confidence: 83.15%
bug: apr_error_string in show_time, pair: (apr_error_string, apr_thread_mutex_lock), support: 159, confidence: 89.33%
bug: apr_error_string in show_time, pair: (apr_error_string, apr_thread_mutex_unlock), support: 159, confidence: 89.33%
bug: apr_error_string in startup_children, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in storage_cmd_write, pair: (apr_error_string, stuffbuffer), support: 148, confidence: 83.15%
bug: apr_error_string in unixd_pre_config, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in unixd_set_group, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in unixd_set_user, pair: (apr_error_string, ntohl), support: 143, confidence: 80.34%
bug: apr_error_string in vt_sdbm_del, pair: (apr_cpystrn, apr_error_string), support: 163, confidence: 91.57%
bug: apr_error_string in vt_sdbm_del, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in vt_sdbm_del, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in vt_sdbm_fetch, pair: (apr_cpystrn, apr_error_string), support: 163, confidence: 91.57%
bug: apr_error_string in vt_sdbm_fetch, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in vt_sdbm_fetch, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in vt_sdbm_firstkey, pair: (apr_cpystrn, apr_error_string), support: 163, confidence: 91.57%
bug: apr_error_string in vt_sdbm_firstkey, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in vt_sdbm_firstkey, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in vt_sdbm_nextkey, pair: (apr_cpystrn, apr_error_string), support: 163, confidence: 91.57%
bug: apr_error_string in vt_sdbm_nextkey, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in vt_sdbm_nextkey, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_error_string in vt_sdbm_store, pair: (apr_cpystrn, apr_error_string), support: 163, confidence: 91.57%
bug: apr_error_string in vt_sdbm_store, pair: (apr_error_string, hstrerror), support: 154, confidence: 86.52%
bug: apr_error_string in vt_sdbm_store, pair: (apr_error_string, strerror_r), support: 154, confidence: 86.52%
bug: apr_fcvt in ap_add_loaded_module, pair: (apr_cpystrn, apr_fcvt), support: 74, confidence: 86.05%
bug: apr_fcvt in ap_add_loaded_module, pair: (apr_fcvt, hstrerror), support: 71, confidence: 82.56%
bug: apr_fcvt in ap_add_loaded_module, pair: (apr_fcvt, lseek), support: 69, confidence: 80.23%
bug: apr_fcvt in ap_add_loaded_module, pair: (apr_fcvt, strerror_r), support: 71, confidence: 82.56%
bug: apr_fcvt in ap_add_loaded_module, pair: (apr_fcvt, write), support: 70, confidence: 81.40%
bug: apr_fcvt in ap_add_loaded_module, pair: (__errno_location, apr_fcvt), support: 78, confidence: 90.70%
bug: apr_fcvt in ap_escape_html, pair: (apr_cpystrn, apr_fcvt), support: 74, confidence: 86.05%
bug: apr_fcvt in ap_escape_html, pair: (apr_fcvt, hstrerror), support: 71, confidence: 82.56%
bug: apr_fcvt in ap_escape_html, pair: (apr_fcvt, lseek), support: 69, confidence: 80.23%
bug: apr_fcvt in ap_escape_html, pair: (apr_fcvt, strerror_r), support: 71, confidence: 82.56%
bug: apr_fcvt in ap_escape_html, pair: (apr_fcvt, strrchr), support: 71, confidence: 82.56%
bug: apr_fcvt in ap_escape_html, pair: (apr_fcvt, write), support: 70, confidence: 81.40%
bug: apr_fcvt in ap_escape_html, pair: (__errno_location, apr_fcvt), support: 78, confidence: 90.70%
bug: apr_fcvt in ap_get_local_host, pair: (apr_fcvt, apr_sockaddr_ip_getbuf), support: 85, confidence: 98.84%
bug: apr_fcvt in ap_os_create_privileged_process, pair: (apr_cpystrn, apr_fcvt), support: 74, confidence: 86.05%
bug: apr_fcvt in ap_os_create_privileged_process, pair: (apr_fcvt, hstrerror), support: 71, confidence: 82.56%
bug: apr_fcvt in ap_os_create_privileged_process, pair: (apr_fcvt, lseek), support: 69, confidence: 80.23%
bug: apr_fcvt in ap_os_create_privileged_process, pair: (apr_fcvt, strerror_r), support: 71, confidence: 82.56%
bug: apr_fcvt in ap_os_create_privileged_process, pair: (apr_fcvt, write), support: 70, confidence: 81.40%
bug: apr_fcvt in ap_os_create_privileged_process, pair: (__errno_location, apr_fcvt), support: 78, confidence: 90.70%
bug: apr_fcvt in ap_parse_htaccess, pair: (apr_fcvt, apr_os_strerror), support: 78, confidence: 90.70%
bug: apr_fcvt in ap_parse_htaccess, pair: (apr_fcvt, apr_snprintf), support: 83, confidence: 96.51%
bug: apr_fcvt in ap_parse_htaccess, pair: (apr_fcvt, lseek), support: 69, confidence: 80.23%
bug: apr_fcvt in ap_parse_htaccess, pair: (apr_fcvt, native_strerror), support: 78, confidence: 90.70%
bug: apr_fcvt in apr_brigade_vprintf, pair: (apr_fcvt, apr_os_strerror), support: 78, confidence: 90.70%
bug: apr_fcvt in apr_brigade_vprintf, pair: (apr_fcvt, lseek), support: 69, confidence: 80.23%
bug: apr_fcvt in apr_brigade_vprintf, pair: (apr_fcvt, native_strerror), support: 78, confidence: 90.70%
bug: apr_fcvt in apr_brigade_vprintf, pair: (apr_fcvt, strrchr), support: 71, confidence: 82.56%
bug: apr_fcvt in apr_brigade_vprintf, pair: (apr_fcvt, stuffbuffer), support: 80, confidence: 93.02%
bug: apr_fcvt in apr_brigade_vprintf, pair: (apr_fcvt, write), support: 70, confidence: 81.40%
bug: apr_fcvt in apr_dbm_get_usednames, pair: (apr_fcvt, hstrerror), support: 71, confidence: 82.56%
bug: apr_fcvt in apr_dbm_get_usednames, pair: (apr_fcvt, lseek), support: 69, confidence: 80.23%
bug: apr_fcvt in apr_dbm_get_usednames, pair: (apr_fcvt, strerror_r), support: 71, confidence: 82.56%
bug: apr_fcvt in apr_dbm_get_usednames, pair: (apr_fcvt, strrchr), support: 71, confidence: 82.56%
bug: apr_fcvt in apr_dbm_get_usednames, pair: (apr_fcvt, write), support: 70, confidence: 81.40%
bug: apr_fcvt in apr_dbm_get_usednames, pair: (__errno_location, apr_fcvt), support: 78, confidence: 90.70%
bug: apr_fcvt in apr_dbm_open, pair: (apr_fcvt, hstrerror), support: 71, confidence: 82.56%
bug: apr_fcvt in apr_dbm_open, pair: (apr_fcvt, lseek), support: 69, confidence: 80.23%
bug: apr_fcvt in apr_dbm_open, pair: (apr_fcvt, strerror_r), support: 71, confidence: 82.56%
bug: apr_fcvt in apr_dbm_open, pair: (apr_fcvt, strrchr), support: 71, confidence: 82.56%
bug: apr_fcvt in apr_dbm_open, pair: (apr_fcvt, write), support: 70, confidence: 81.40%
bug: apr_fcvt in apr_dbm_open, pair: (__errno_location, apr_fcvt), support: 78, confidence: 90.70%
bug: apr_fcvt in apr_file_printf, pair: (apr_fcvt, apr_os_strerror), support: 78, confidence: 90.70%
bug: apr_fcvt in apr_file_printf, pair: (apr_fcvt, native_strerror), support: 78, confidence: 90.70%
bug: apr_fcvt in apr_file_printf, pair: (apr_fcvt, strrchr), support: 71, confidence: 82.56%
bug: apr_fcvt in apr_file_printf, pair: (apr_fcvt, stuffbuffer), support: 80, confidence: 93.02%
bug: apr_fcvt in apr_pvsprintf, pair: (apr_fcvt, apr_os_strerror), support: 78, confidence: 90.70%
